Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Михаил Сиваков;Оренбург;191;99;З ЛЦ;-;-;1.00;-;0 %;-;-;-;2.00;3.00;-;-;-;1.00;1.00;0.44;45.00;91 %;-;-;1.00;0 %;9.00;67 %;2.00;50 %;1.00;100 %;4.00;75 %;1.00;0 %;2.00;1.00;-;5.00;-;-;14.00;71 %;11.00;73 %;3.00;67 %;2.00;100 %;1.00;0 %;-;-;2.00;0 %;3.00;4.00;1;1.00;-;-;68.00;60.00;88 %;100 %;-;-;-;-;0.44;-;0.00;1.27;2.34;-1.07;0.33;0.11;41.00;-;-;6.00;1.00;1.00;3.00;-;10.00;8.00;2.00;2.00;-;-;-
Денис Терентьев;Ростов;231;99;З ПЦ;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;-;-;-;48.00;88 %;1.00;0 %;1.00;0 %;13.00;77 %;5.00;100 %;2.00;100 %;7.00;100 %;1.00;100 %;2.00;2.00;1.00;7.00;-;1.00;16.00;69 %;11.00;64 %;5.00;80 %;7.00;71 %;1.00;100 %;-;-;5.00;60 %;12.00;2.00;1;1.00;-;-;81.00;69.00;85 %;-;-;-;-;-;-;-;-;2.51;2.32;0.19;0.17;0.06;42.00;-;-;10.00;5.00;2.00;7.00;1.00;11.00;7.00;4.00;5.00;1.00;-;3.00
Илья Вахания;Ростов;225;99;З П;-;1.00;-;-;-;1.00;2.00;-;1.00;2.00;-;-;-;-;-;-;51.00;78 %;2.00;50 %;4.00;50 %;8.00;38 %;1.00;100 %;-;-;4.00;50 %;4.00;75 %;7.00;2.00;-;6.00;3.00;1.00;17.00;59 %;12.00;67 %;5.00;40 %;4.00;50 %;1.00;0 %;-;-;4.00;75 %;4.00;7.00;1;1.00;-;-;80.00;62.00;78 %;-;-;-;-;0.32;-;-;-;2.51;2.32;0.19;0.22;0.22;40.00;1.00;2.00;3.00;1.00;-;2.00;3.00;10.00;8.00;2.00;2.00;-;-;3.00
Вендел;Зенит;244;99;П ПЦ;-;-;-;-;-;-;1.00;2.00;1.00;1.00;1.00;-;-;2.00;-;0.05;84.00;88 %;-;-;3.00;0 %;15.00;87 %;2.00;50 %;1.00;0 %;2.00;100 %;7.00;57 %;10.00;3.00;3.00;4.00;3.00;7.00;15.00;53 %;7.00;57 %;8.00;50 %;2.00;50 %;4.00;50 %;-;-;5.00;60 %;1.00;8.00;1;1.00;-;-;120.00;98.00;82 %;0 %;1.00;1.00;-;0.14;0.03;-;0.00;1.63;1.20;0.43;-;-;74.00;-;-;13.00;1.00;-;2.00;4.00;8.00;4.00;4.00;1.00;2.00;-;3.00
Саша Здьелар;ЦСКА Москва;205;99;З Ц;-;-;-;-;-;-;1.00;1.00;-;2.00;-;-;-;-;-;-;76.00;84 %;-;-;-;-;16.00;56 %;5.00;40 %;1.00;0 %;12.00;58 %;2.00;0 %;7.00;4.00;-;17.00;5.00;-;24.00;58 %;22.00;55 %;2.00;100 %;8.00;50 %;-;-;-;-;7.00;57 %;11.00;7.00;1;1.00;-;-;118.00;96.00;81 %;-;-;-;-;-;-;-;-;2.32;2.51;-0.19;0.45;0.15;64.00;-;-;9.00;2.00;-;7.00;-;14.00;12.00;2.00;4.00;-;-;4.00
Марсело Алвес Сантос;Сочи;217;98;З ЛЦ;-;-;-;-;-;-;4.00;1.00;-;-;1.00;-;-;-;-;-;88.00;97 %;1.00;0 %;-;-;15.00;93 %;1.00;100 %;-;-;7.00;86 %;1.00;100 %;3.00;1.00;-;7.00;-;4.00;23.00;61 %;16.00;63 %;7.00;57 %;8.00;75 %;2.00;100 %;-;-;5.00;20 %;8.00;5.00;1;1.00;-;-;129.00;117.00;91 %;-;-;-;-;-;-;-;-;0.82;0.67;0.15;0.03;0.03;85.00;-;-;14.00;1.00;-;6.00;1.00;14.00;10.00;4.00;6.00;2.00;-;1.00
Срджан Бабич;Спартак Москва;215;98;З ЛЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;51.00;92 %;-;-;-;-;9.00;89 %;-;-;-;-;-;-;-;-;1.00;-;-;5.00;2.00;2.00;4.00;50 %;3.00;67 %;1.00;0 %;1.00;0 %;-;-;-;-;1.00;100 %;5.00;5.00;1;1.00;-;-;67.00;61.00;91 %;-;-;-;-;-;-;-;-;1.39;1.90;-0.51;0.08;0.04;47.00;-;-;8.00;-;-;-;-;2.00;2.00;-;-;-;-;1.00
Фабиан Бальбуэна;Динамо Москва;193;98;З ПЦ;-;-;1.00;-;0 %;1.00;1.00;1.00;1.00;2.00;-;-;-;1.00;1.00;0.26;50.00;86 %;-;-;-;-;9.00;56 %;1.00;100 %;-;-;2.00;100 %;1.00;100 %;4.00;2.00;-;8.00;-;1.00;8.00;63 %;7.00;57 %;1.00;100 %;2.00;100 %;-;-;-;-;4.00;25 %;3.00;11.00;1;1.00;-;-;74.00;64.00;86 %;100 %;-;-;-;0.02;0.26;-;0.00;1.90;1.39;0.51;-;-;43.00;-;-;5.00;1.00;-;2.00;1.00;5.00;4.00;1.00;2.00;-;-;1.00
Матео Барач;Крылья Советов;240;98;З ЛЦ;-;-;1.00;-;0 %;-;-;-;-;-;-;-;-;1.00;1.00;0.07;33.00;94 %;-;-;-;-;6.00;83 %;2.00;50 %;-;-;2.00;50 %;-;-;3.00;1.00;-;6.00;-;1.00;9.00;78 %;6.00;83 %;3.00;67 %;5.00;80 %;1.00;100 %;-;-;1.00;100 %;7.00;4.00;1;1.00;-;-;55.00;51.00;93 %;100 %;-;-;-;-;0.07;-;0.00;0.67;0.82;-0.15;-;-;31.00;-;-;5.00;1.00;-;1.00;-;7.00;5.00;2.00;4.00;1.00;-;1.00
Амир Батырев;Сочи;211;98;ЗП ПЦ;-;-;1.00;-;0 %;-;1.00;2.00;-;-;-;-;1.00;1.00;1.00;0.18;63.00;89 %;1.00;0 %;1.00;0 %;8.00;63 %;-;-;-;-;5.00;60 %;3.00;0 %;11.00;1.00;2.00;7.00;2.00;8.00;18.00;56 %;10.00;80 %;8.00;25 %;4.00;50 %;2.00;0 %;1.00;0 %;7.00;100 %;1.00;5.00;1;1.00;-;-;98.00;81.00;83 %;100 %;-;-;-;0.02;0.18;-;0.00;0.82;0.67;0.15;-;-;56.00;-;-;5.00;-;-;3.00;-;10.00;8.00;2.00;2.00;-;-;7.00
Глен Бейл;Крылья Советов;237;98;З ПЦ;-;-;-;-;-;-;1.00;1.00;-;1.00;-;-;-;1.00;-;0.01;58.00;91 %;1.00;0 %;2.00;0 %;5.00;80 %;-;-;-;-;2.00;100 %;4.00;50 %;3.00;-;1.00;6.00;-;2.00;14.00;64 %;8.00;75 %;6.00;50 %;1.00;100 %;3.00;33 %;-;-;7.00;71 %;7.00;6.00;1;1.00;-;-;89.00;77.00;87 %;0 %;-;1.00;-;0.20;0.01;-;0.00;0.67;0.82;-0.15;0.12;0.12;53.00;-;-;4.00;-;-;2.00;2.00;9.00;6.00;3.00;1.00;1.00;-;5.00
Фёдор Чалов;ЦСКА Москва;244;98;АП ПЦ;1.00;-;2.00;1.00;50 %;2.00;1.00;2.00;1.00;2.00;1.00;-;-;3.00;1.00;0.55;35.00;80 %;2.00;50 %;1.00;0 %;6.00;100 %;-;-;-;-;2.00;100 %;3.00;67 %;9.00;1.00;-;1.00;-;-;27.00;41 %;5.00;20 %;22.00;45 %;10.00;30 %;3.00;33 %;3.00;33 %;2.00;50 %;4.00;3.00;1;1.00;1.00;-;72.00;47.00;65 %;33 %;1.00;-;1.00;0.45;0.18;0.55;1.82;2.32;2.51;-0.19;-;-;28.00;1.00;-;6.00;-;-;2.00;2.00;11.00;1.00;10.00;3.00;1.00;1.00;1.00
Луис Герардо Чавез Магалон;Динамо Москва;208;98;ЗП Ц;-;-;1.00;-;0 %;1.00;2.00;2.00;-;-;1.00;-;-;2.00;1.00;0.04;42.00;79 %;-;-;-;-;5.00;60 %;-;-;-;-;4.00;50 %;3.00;100 %;5.00;1.00;1.00;2.00;1.00;2.00;12.00;58 %;6.00;33 %;6.00;83 %;2.00;50 %;4.00;75 %;2.00;100 %;4.00;25 %;6.00;6.00;1;1.00;-;-;71.00;55.00;77 %;50 %;-;-;1.00;0.11;0.02;-;0.00;1.90;1.39;0.51;-;-;33.00;-;-;3.00;-;-;2.00;3.00;7.00;2.00;5.00;1.00;3.00;2.00;1.00
Эли Даса;Динамо Москва;220;98;З П;-;-;-;-;-;1.00;-;-;-;1.00;-;-;-;-;-;-;42.00;90 %;2.00;50 %;3.00;33 %;9.00;78 %;-;-;-;-;3.00;67 %;4.00;50 %;1.00;-;-;4.00;-;1.00;9.00;33 %;7.00;43 %;2.00;0 %;-;-;1.00;0 %;1.00;0 %;4.00;50 %;6.00;3.00;1;1.00;-;-;61.00;51.00;84 %;-;-;-;-;-;-;-;-;1.90;1.39;0.51;0.13;0.13;38.00;1.00;1.00;7.00;-;-;2.00;2.00;3.00;3.00;-;-;-;-;2.00
Даниил Денисов;Спартак Москва;253;98;З П;-;-;1.00;-;0 %;2.00;2.00;-;-;-;1.00;-;-;-;-;-;63.00;87 %;3.00;67 %;1.00;0 %;12.00;67 %;2.00;100 %;-;-;7.00;86 %;4.00;50 %;10.00;3.00;1.00;14.00;2.00;3.00;17.00;47 %;12.00;58 %;5.00;20 %;2.00;50 %;2.00;0 %;1.00;0 %;10.00;70 %;8.00;10.00;1;1.00;-;-;102.00;84.00;82 %;-;-;-;-;-;-;-;-;1.39;1.90;-0.51;0.27;0.09;55.00;2.00;-;8.00;2.00;-;6.00;2.00;8.00;7.00;1.00;1.00;-;-;7.00
Роман Евгеньев;Крылья Советов;191;98;З Ц;-;-;-;-;-;-;2.00;-;-;2.00;-;-;-;1.00;-;0.13;38.00;84 %;-;-;-;-;12.00;67 %;5.00;20 %;2.00;50 %;5.00;80 %;-;-;4.00;1.00;1.00;4.00;-;2.00;4.00;75 %;3.00;67 %;1.00;100 %;1.00;100 %;-;-;-;-;-;-;6.00;2.00;1;1.00;-;-;54.00;45.00;83 %;0 %;1.00;-;-;-;0.13;-;0.00;0.67;0.82;-0.15;0.14;0.05;32.00;-;-;8.00;1.00;1.00;4.00;-;3.00;2.00;1.00;1.00;-;-;-
Роберто Фернандез Урбиета;Динамо Москва;202;98;З ЛЦ;-;-;-;-;-;-;3.00;1.00;-;2.00;-;-;1.00;-;-;-;44.00;93 %;-;-;-;-;14.00;86 %;2.00;100 %;-;-;4.00;100 %;-;-;1.00;1.00;-;12.00;-;-;19.00;53 %;17.00;59 %;2.00;0 %;6.00;50 %;-;-;-;-;5.00;40 %;7.00;7.00;1;1.00;-;-;77.00;65.00;84 %;-;-;-;-;-;-;-;-;1.90;1.39;0.51;0.32;0.08;41.00;-;-;12.00;2.00;-;4.00;-;10.00;10.00;-;3.00;-;-;2.00
Юрий Горшков;Крылья Советов;250;98;ЗП Л;-;1.00;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;-;39.00;95 %;1.00;100 %;1.00;100 %;2.00;100 %;-;-;-;-;2.00;100 %;1.00;100 %;2.00;-;-;9.00;1.00;3.00;12.00;58 %;10.00;60 %;2.00;50 %;5.00;60 %;1.00;100 %;-;-;2.00;100 %;8.00;4.00;1;1.00;-;-;66.00;59.00;89 %;-;-;-;-;0.29;-;-;-;0.67;0.82;-0.15;0.02;0.02;37.00;1.00;1.00;2.00;-;-;2.00;1.00;7.00;6.00;1.00;3.00;1.00;-;2.00
Даниил Хлусевич;Спартак Москва;240;98;ЗЛ;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;60.00;85 %;-;-;1.00;0 %;7.00;43 %;1.00;0 %;-;-;1.00;0 %;2.00;50 %;4.00;1.00;-;6.00;-;2.00;14.00;71 %;10.00;70 %;4.00;75 %;-;-;2.00;100 %;-;-;8.00;63 %;8.00;4.00;1;1.00;-;-;88.00;75.00;85 %;-;-;-;-;0.27;-;-;-;1.39;1.90;-0.51;-;-;51.00;-;-;3.00;-;-;-;1.00;10.00;7.00;3.00;-;2.00;-;5.00
Артём Макарчук;Сочи;205;98;ЗП Л;-;-;-;-;-;-;2.00;1.00;-;1.00;-;-;-;-;-;-;46.00;87 %;-;-;3.00;0 %;3.00;100 %;-;-;-;-;2.00;100 %;3.00;0 %;6.00;3.00;1.00;5.00;-;-;12.00;58 %;8.00;63 %;4.00;50 %;2.00;50 %;1.00;100 %;-;-;2.00;50 %;5.00;3.00;1;1.00;-;-;67.00;55.00;82 %;-;-;-;-;-;-;-;-;0.82;0.67;0.15;-;-;40.00;-;-;3.00;-;-;2.00;-;7.00;5.00;2.00;1.00;1.00;-;1.00
Николас Марычал;Динамо Москва;217;98;ЗЛ;-;-;-;-;-;-;-;1.00;1.00;1.00;-;-;-;-;-;-;43.00;91 %;-;-;-;-;7.00;71 %;-;-;-;-;5.00;60 %;-;-;3.00;1.00;-;7.00;1.00;2.00;22.00;77 %;22.00;77 %;-;-;2.00;0 %;-;-;-;-;11.00;82 %;2.00;4.00;1;1.00;-;-;75.00;66.00;88 %;-;-;-;-;-;-;-;-;1.90;1.39;0.51;0.16;0.16;39.00;-;-;5.00;-;-;3.00;-;17.00;17.00;-;-;-;-;9.00
Кристофер Мартинс Перейра;Спартак Москва;226;98;ЗП Ц;-;-;-;-;-;-;4.00;2.00;-;1.00;-;-;-;-;-;-;42.00;93 %;-;-;-;-;3.00;67 %;1.00;100 %;-;-;1.00;100 %;-;-;1.00;-;-;4.00;1.00;1.00;13.00;54 %;11.00;45 %;2.00;100 %;1.00;100 %;2.00;100 %;-;-;8.00;50 %;10.00;8.00;1;1.00;-;-;74.00;65.00;88 %;-;-;-;-;-;-;-;-;1.39;1.90;-0.51;0.15;0.07;39.00;-;-;2.00;1.00;-;1.00;-;7.00;5.00;2.00;1.00;2.00;-;4.00
Георгий Мелкадзе;Сочи;214;98;Ф Ц;-;-;2.00;1.00;50 %;2.00;1.00;2.00;-;-;-;-;-;5.00;1.00;0.44;21.00;67 %;1.00;0 %;-;-;1.00;100 %;-;-;-;-;-;-;3.00;67 %;7.00;-;2.00;-;-;2.00;10.00;40 %;1.00;0 %;9.00;44 %;2.00;0 %;2.00;100 %;2.00;100 %;-;-;-;3.00;1;1.00;-;-;42.00;23.00;55 %;20 %;2.00;1.00;1.00;-;0.09;-;0.00;0.82;0.67;0.15;-;-;14.00;-;-;1.00;-;-;-;2.00;4.00;-;4.00;-;2.00;2.00;-
Кристиан Нобоа;Сочи;229;98;ЗП ЛЦ;1.00;-;1.00;1.00;100 %;-;1.00;-;1.00;1.00;1.00;-;1.00;2.00;1.00;0.81;87.00;84 %;1.00;0 %;-;-;27.00;70 %;-;-;-;-;16.00;81 %;6.00;17 %;8.00;-;-;9.00;3.00;10.00;20.00;60 %;15.00;53 %;5.00;80 %;-;-;3.00;67 %;2.00;50 %;11.00;64 %;5.00;7.00;1;1.00;-;-;131.00;108.00;82 %;50 %;-;1.00;-;0.25;0.41;0.81;1.23;0.82;0.67;0.15;0.01;0.01;73.00;-;-;19.00;-;-;13.00;1.00;12.00;8.00;4.00;-;2.00;1.00;7.00
Куинси Антон Промес;Спартак Москва;278;98;АП Л;-;-;3.00;-;0 %;2.00;-;1.00;-;-;-;-;1.00;3.00;1.00;0.36;59.00;85 %;3.00;67 %;2.00;50 %;10.00;80 %;3.00;100 %;1.00;100 %;2.00;100 %;9.00;56 %;12.00;1.00;3.00;-;-;11.00;9.00;67 %;1.00;100 %;8.00;63 %;-;-;7.00;71 %;4.00;75 %;-;-;-;1.00;1;1.00;-;-;86.00;69.00;80 %;33 %;-;2.00;-;0.12;0.12;-;0.00;1.39;1.90;-0.51;-;-;50.00;2.00;1.00;8.00;3.00;1.00;2.00;5.00;6.00;1.00;5.00;-;5.00;3.00;-
Николай Рассказов;Крылья Советов;184;98;ЗП П;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;32.00;66 %;-;-;-;-;2.00;100 %;-;-;-;-;3.00;67 %;-;-;5.00;1.00;-;4.00;1.00;3.00;10.00;40 %;4.00;75 %;6.00;17 %;2.00;0 %;-;-;-;-;3.00;100 %;2.00;1.00;1;1.00;-;-;48.00;31.00;65 %;-;-;-;-;0.01;-;-;-;0.67;0.82;-0.15;-;-;21.00;-;-;2.00;-;-;2.00;-;4.00;3.00;1.00;-;-;-;3.00
Александр Соболев;Спартак Москва;227;98;Ф Ц;-;1.00;-;-;-;1.00;3.00;4.00;-;1.00;1.00;-;-;5.00;1.00;0.33;20.00;80 %;1.00;0 %;-;-;2.00;50 %;-;-;-;-;2.00;50 %;-;-;13.00;2.00;1.00;-;-;1.00;31.00;29 %;5.00;20 %;26.00;31 %;8.00;38 %;5.00;40 %;5.00;40 %;1.00;100 %;1.00;4.00;1;1.00;-;-;63.00;32.00;51 %;20 %;2.00;2.00;-;0.26;0.07;-;0.00;1.39;1.90;-0.51;-;-;16.00;-;-;1.00;-;-;1.00;-;9.00;1.00;8.00;3.00;2.00;2.00;1.00
Игорь Юрганов;Сочи;216;98;З Ц;-;-;-;-;-;-;-;1.00;1.00;1.00;-;-;-;-;-;-;90.00;98 %;-;-;-;-;10.00;90 %;1.00;0 %;1.00;0 %;2.00;50 %;1.00;0 %;2.00;1.00;-;12.00;2.00;3.00;9.00;89 %;9.00;89 %;-;-;-;-;-;-;-;-;4.00;75 %;6.00;7.00;1;1.00;-;-;115.00;112.00;97 %;-;-;-;-;-;-;-;-;0.82;0.67;0.15;-;-;88.00;-;-;9.00;-;-;1.00;-;8.00;8.00;-;-;-;-;3.00
Жоао Пауло Де Соуза Марес;Динамо Москва;241;98;АП Ц;-;-;1.00;-;0 %;2.00;1.00;1.00;-;-;-;-;-;3.00;-;0.29;78.00;85 %;3.00;33 %;1.00;0 %;19.00;68 %;4.00;75 %;-;-;7.00;71 %;7.00;29 %;8.00;1.00;-;5.00;3.00;2.00;10.00;60 %;3.00;67 %;7.00;57 %;1.00;100 %;2.00;50 %;2.00;50 %;2.00;50 %;6.00;7.00;1;1.00;-;-;106.00;87.00;82 %;0 %;1.00;2.00;-;0.71;0.10;-;0.00;1.90;1.39;0.51;0.15;0.15;66.00;1.00;-;13.00;3.00;-;5.00;2.00;6.00;2.00;4.00;1.00;1.00;1.00;1.00
Хуниор Осмар Игнасио Алонсо Мухика;ФК Краснодар;258;97;З ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67.00;90 %;-;-;-;-;16.00;88 %;3.00;100 %;-;-;8.00;75 %;2.00;100 %;3.00;-;-;8.00;-;1.00;14.00;86 %;11.00;100 %;3.00;33 %;9.00;100 %;-;-;-;-;1.00;100 %;1.00;4.00;1;1.00;-;-;87.00;78.00;90 %;-;-;-;-;-;-;-;-;0.70;1.23;-0.53;-;-;60.00;-;-;14.00;3.00;-;6.00;2.00;12.00;11.00;1.00;9.00;-;-;1.00
Ильнур Альшин;Факел Воронеж;197;97;АП П;-;-;-;-;-;2.00;1.00;3.00;-;-;-;-;-;-;-;-;37.00;65 %;2.00;100 %;2.00;0 %;10.00;40 %;3.00;67 %;1.00;100 %;6.00;33 %;8.00;38 %;6.00;-;1.00;1.00;1.00;1.00;18.00;50 %;7.00;43 %;11.00;55 %;5.00;60 %;3.00;67 %;2.00;100 %;4.00;25 %;3.00;2.00;1;1.00;-;-;62.00;39.00;63 %;-;-;-;-;0.42;-;-;-;0.69;2.42;-1.73;-;-;24.00;2.00;-;4.00;2.00;1.00;2.00;3.00;9.00;3.00;6.00;3.00;2.00;2.00;1.00
Мингиян Бевеев;Урал Екатеринбург;227;97;З П;-;-;-;-;-;1.00;-;1.00;-;-;-;-;-;-;-;-;24.00;75 %;1.00;100 %;3.00;67 %;9.00;56 %;3.00;67 %;-;-;4.00;75 %;3.00;67 %;6.00;2.00;1.00;3.00;-;1.00;4.00;75 %;2.00;100 %;2.00;50 %;1.00;0 %;1.00;100 %;-;-;1.00;100 %;6.00;4.00;1;1.00;-;-;40.00;32.00;80 %;-;-;-;-;0.52;-;-;-;1.23;0.70;0.53;-;-;18.00;1.00;2.00;5.00;2.00;-;3.00;2.00;3.00;2.00;1.00;-;1.00;-;1.00
Сергей Божин;Факел Воронеж;175;97;З ЛЦ;-;-;1.00;-;0 %;-;2.00;-;1.00;1.00;-;-;-;1.00;-;0.20;56.00;84 %;-;-;-;-;16.00;69 %;3.00;67 %;-;-;6.00;50 %;-;-;6.00;2.00;-;6.00;1.00;2.00;12.00;42 %;8.00;38 %;4.00;50 %;4.00;25 %;1.00;100 %;1.00;100 %;1.00;0 %;8.00;11.00;1;1.00;-;-;92.00;75.00;82 %;0 %;1.00;-;-;-;0.20;-;0.00;0.69;2.42;-1.73;0.49;0.12;47.00;-;-;11.00;2.00;-;3.00;-;5.00;3.00;2.00;1.00;1.00;1.00;-
Александр Черников;ФК Краснодар;260;97;ЗП Ц;-;-;-;-;-;-;1.00;1.00;-;-;1.00;-;-;1.00;1.00;0.01;67.00;96 %;-;-;-;-;18.00;89 %;1.00;100 %;1.00;100 %;7.00;86 %;-;-;4.00;2.00;1.00;8.00;4.00;4.00;11.00;91 %;8.00;100 %;3.00;67 %;3.00;100 %;1.00;100 %;-;-;3.00;100 %;5.00;2.00;1;1.00;-;-;91.00;86.00;95 %;100 %;-;-;-;-;0.01;-;0.00;0.70;1.23;-0.53;-;-;64.00;-;-;16.00;1.00;1.00;6.00;-;10.00;8.00;2.00;3.00;1.00;-;3.00
Василий Черов;Факел Воронеж;222;97;З П;-;-;-;-;-;1.00;1.00;-;-;1.00;-;-;-;1.00;-;0.02;58.00;72 %;1.00;100 %;3.00;33 %;11.00;36 %;-;-;-;-;6.00;67 %;4.00;50 %;12.00;2.00;3.00;9.00;1.00;4.00;14.00;64 %;11.00;82 %;3.00;0 %;4.00;100 %;2.00;0 %;2.00;0 %;3.00;67 %;7.00;10.00;1;1.00;-;-;98.00;73.00;74 %;0 %;1.00;-;-;0.23;0.02;-;0.00;0.69;2.42;-1.73;-;-;42.00;1.00;1.00;4.00;-;-;4.00;2.00;9.00;9.00;-;4.00;-;-;2.00
Мирлинд Даку;Рубин Казань;196;97;Ф Ц;-;-;1.00;-;0 %;-;4.00;3.00;-;-;1.00;-;2.00;3.00;-;0.19;22.00;55 %;-;-;1.00;0 %;7.00;43 %;-;-;-;-;3.00;33 %;4.00;50 %;19.00;1.00;3.00;1.00;-;2.00;32.00;56 %;2.00;100 %;30.00;53 %;17.00;53 %;8.00;75 %;3.00;100 %;1.00;100 %;4.00;2.00;1;1.00;-;-;68.00;38.00;56 %;0 %;2.00;1.00;-;1.53;0.06;-;0.00;2.42;0.69;1.73;-;-;12.00;-;-;3.00;-;-;1.00;2.00;18.00;2.00;16.00;9.00;6.00;3.00;1.00
Андрей Егорычев;Урал Екатеринбург;189;97;Ф ЛЦ;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;-;24.00;83 %;1.00;100 %;1.00;100 %;7.00;86 %;1.00;0 %;-;-;2.00;50 %;2.00;100 %;8.00;3.00;-;4.00;1.00;-;13.00;31 %;3.00;67 %;10.00;20 %;5.00;40 %;2.00;0 %;1.00;0 %;2.00;50 %;5.00;5.00;1;1.00;-;-;47.00;34.00;72 %;-;-;-;-;0.17;-;-;-;1.23;0.70;0.53;-;-;20.00;1.00;1.00;6.00;-;-;1.00;2.00;4.00;2.00;2.00;2.00;-;-;1.00
Батчи;ФК Краснодар;227;97;АП Л;-;-;-;-;-;-;-;-;-;-;-;-;1.00;1.00;1.00;0.02;44.00;77 %;1.00;0 %;2.00;0 %;11.00;73 %;1.00;100 %;-;-;3.00;33 %;4.00;0 %;6.00;-;3.00;-;-;3.00;4.00;50 %;1.00;0 %;3.00;67 %;1.00;0 %;2.00;100 %;-;-;1.00;0 %;2.00;5.00;1;1.00;-;-;62.00;47.00;76 %;100 %;-;-;-;-;0.02;-;0.00;0.70;1.23;-0.53;-;-;34.00;-;-;8.00;1.00;-;1.00;-;2.00;-;2.00;-;2.00;-;-
Алексей Грицаенко;Рубин Казань;205;97;З ЛЦ;-;-;-;-;-;-;-;1.00;-;1.00;-;-;-;-;-;-;47.00;72 %;-;-;-;-;18.00;56 %;3.00;0 %;-;-;6.00;67 %;1.00;100 %;5.00;3.00;2.00;6.00;4.00;2.00;12.00;67 %;10.00;70 %;2.00;50 %;8.00;75 %;-;-;-;-;1.00;0 %;7.00;12.00;1;1.00;-;-;83.00;64.00;77 %;-;-;-;-;-;-;-;-;2.42;0.69;1.73;0.33;0.11;34.00;-;-;10.00;-;-;4.00;1.00;8.00;7.00;1.00;6.00;-;-;-
Владис-Эммерсон Иллой-Айет;Урал Екатеринбург;186;97;З ПЦ;-;-;-;-;-;-;4.00;1.00;1.00;2.00;-;-;-;1.00;-;0.38;25.00;84 %;-;-;-;-;2.00;50 %;-;-;-;-;-;-;-;-;3.00;3.00;-;6.00;-;-;11.00;45 %;10.00;50 %;1.00;0 %;3.00;33 %;-;-;-;-;2.00;50 %;6.00;3.00;1;1.00;-;-;48.00;37.00;77 %;0 %;-;1.00;-;-;0.38;-;0.00;1.23;0.70;0.53;0.03;0.03;21.00;-;-;1.00;-;-;-;-;5.00;5.00;-;1.00;-;-;1.00
Угочукву Ивву Кристус;Рубин Казань;216;97;ЗП ЛЦ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;41.00;93 %;-;-;-;-;10.00;90 %;3.00;67 %;-;-;4.00;75 %;-;-;4.00;2.00;1.00;11.00;2.00;-;17.00;59 %;8.00;75 %;9.00;44 %;3.00;0 %;2.00;50 %;-;-;1.00;100 %;5.00;12.00;1;1.00;-;-;77.00;66.00;86 %;-;-;-;-;0.24;-;-;-;2.42;0.69;1.73;0.04;0.02;38.00;-;-;9.00;2.00;-;3.00;-;10.00;6.00;4.00;-;1.00;-;1.00
