Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные;Тур
Вендел;Зенит;270;100;П ПЦ;-;-;-;-;-;-;-;5.00;-;-;-;-;-;-;-;-;78.00;96 %;1.00;0 %;-;-;14.00;86 %;-;-;-;-;5.00;100 %;3.00;33 %;5.00;3.00;-;3.00;1.00;5.00;17.00;59 %;7.00;57 %;10.00;60 %;-;-;7.00;71 %;1.00;0 %;4.00;25 %;-;2.00;1;1.00;-;-;102.00;92.00;90 %;-;-;-;-;0.01;-;-;-;0.96;1.11;-0.15;-;-;75.00;-;-;12.00;-;-;5.00;1.00;10.00;4.00;6.00;-;5.00;-;1.00;7
Игорь Вуячич;Рубин Казань;193;100;З Ц;-;-;-;-;-;-;2.00;-;1.00;1.00;-;-;-;-;-;-;59.00;86 %;-;-;-;-;15.00;73 %;6.00;67 %;1.00;100 %;8.00;88 %;-;-;2.00;-;1.00;8.00;2.00;-;24.00;54 %;18.00;61 %;6.00;33 %;14.00;64 %;1.00;0 %;-;-;2.00;50 %;5.00;8.00;1;1.00;-;-;98.00;78.00;80 %;-;-;-;-;-;-;-;-;1.77;0.20;1.57;0.02;0.02;51.00;-;-;11.00;4.00;1.00;7.00;-;13.00;11.00;2.00;9.00;-;-;1.00;7
Антон Заболотный;ЦСКА Москва;271;100;Ф Ц;1.00;-;2.00;1.00;50 %;1.00;1.00;3.00;-;-;1.00;-;3.00;1.00;1.00;0.78;21.00;81 %;-;-;-;-;3.00;67 %;-;-;-;-;-;-;2.00;50 %;15.00;3.00;1.00;3.00;2.00;1.00;38.00;45 %;10.00;30 %;28.00;50 %;13.00;62 %;1.00;0 %;1.00;0 %;7.00;43 %;2.00;1.00;1;1.00;-;-;65.00;39.00;60 %;100 %;-;-;-;0.05;0.78;0.78;1.28;1.11;0.96;0.15;0.05;0.05;17.00;-;-;2.00;-;-;-;1.00;17.00;3.00;14.00;8.00;-;-;3.00;7
Саша Здьелар;ЦСКА Москва;199;100;ЗП ПЦ;-;-;-;-;-;-;4.00;1.00;-;-;-;-;-;-;-;-;20.00;70 %;-;-;-;-;6.00;50 %;1.00;0 %;-;-;5.00;80 %;1.00;0 %;4.00;-;-;4.00;3.00;-;11.00;36 %;10.00;40 %;1.00;0 %;1.00;100 %;-;-;-;-;4.00;50 %;7.00;5.00;1;1.00;-;-;43.00;30.00;70 %;-;-;-;-;-;-;-;-;1.11;0.96;0.15;0.10;0.05;14.00;-;-;3.00;-;-;4.00;-;4.00;4.00;-;1.00;-;-;2.00;7
Александр Зотов;Рубин Казань;200;100;П ПЦ;-;-;2.00;-;0 %;-;1.00;2.00;-;-;-;-;1.00;2.00;1.00;0.46;56.00;73 %;1.00;0 %;4.00;25 %;11.00;55 %;-;-;-;-;5.00;80 %;13.00;62 %;13.00;3.00;-;2.00;-;1.00;11.00;45 %;3.00;33 %;8.00;50 %;4.00;25 %;1.00;0 %;1.00;0 %;2.00;50 %;5.00;3.00;1;1.00;-;-;78.00;56.00;72 %;50 %;-;1.00;-;0.26;0.23;-;0.00;1.77;0.20;1.57;0.04;0.04;41.00;-;1.00;6.00;-;-;4.00;8.00;5.00;1.00;4.00;1.00;-;-;1.00;7
Дуглас Сантос;Зенит;306;100;ЗП Л;1.00;-;1.00;1.00;100 %;1.00;-;2.00;-;-;1.00;-;-;3.00;1.00;0.19;98.00;85 %;-;-;7.00;43 %;20.00;75 %;1.00;100 %;-;-;13.00;77 %;13.00;54 %;5.00;1.00;-;7.00;3.00;-;9.00;67 %;5.00;80 %;4.00;50 %;4.00;75 %;1.00;0 %;-;-;-;-;4.00;8.00;1;1.00;-;-;122.00;102.00;84 %;33 %;1.00;1.00;-;0.23;0.06;0.19;5.26;0.96;1.11;-0.15;-;-;83.00;-;3.00;15.00;1.00;-;10.00;7.00;6.00;4.00;2.00;3.00;-;-;-;7
Сильвие Бегич;Урал Екатеринбург;218;99;З ЛЦ;-;-;1.00;-;0 %;-;-;2.00;-;-;-;-;-;1.00;1.00;0.22;60.00;78 %;-;-;-;-;10.00;60 %;3.00;67 %;-;-;6.00;50 %;5.00;20 %;11.00;2.00;2.00;15.00;3.00;5.00;36.00;64 %;23.00;70 %;13.00;54 %;21.00;62 %;1.00;100 %;-;-;5.00;60 %;7.00;4.00;1;1.00;-;-;115.00;87.00;76 %;100 %;-;-;-;0.12;0.22;-;0.00;1.78;0.79;0.99;-;-;47.00;-;-;6.00;2.00;-;3.00;1.00;23.00;16.00;7.00;13.00;1.00;-;3.00;7
Мирослав Богосавац;ФК Ахмат;256;99;ЗЛ;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;44.00;82 %;-;-;-;-;12.00;67 %;-;-;-;-;5.00;80 %;2.00;100 %;7.00;3.00;2.00;9.00;1.00;1.00;14.00;50 %;8.00;75 %;6.00;17 %;2.00;50 %;4.00;25 %;-;-;-;-;12.00;7.00;1;1.00;-;-;81.00;64.00;79 %;-;-;-;-;-;-;-;-;0.79;1.78;-0.99;-;-;36.00;-;-;8.00;-;-;4.00;2.00;7.00;6.00;1.00;1.00;1.00;-;-;7
Ясмин Челикович;ФК Ахмат;220;99;З ЛЦ;-;-;-;-;-;-;1.00;-;-;-;1.00;-;-;-;-;-;44.00;86 %;-;-;-;-;8.00;50 %;5.00;100 %;-;-;2.00;100 %;-;-;2.00;1.00;-;11.00;1.00;3.00;19.00;58 %;18.00;56 %;1.00;100 %;10.00;40 %;1.00;100 %;-;-;3.00;67 %;7.00;9.00;1;1.00;-;-;83.00;69.00;83 %;-;-;-;-;-;-;-;-;0.79;1.78;-0.99;0.26;0.05;38.00;-;-;4.00;5.00;-;2.00;-;11.00;10.00;1.00;4.00;1.00;-;2.00;7
Андрей Егорычев;Урал Екатеринбург;205;99;АП П;-;-;-;-;-;-;3.00;-;-;-;-;-;-;3.00;-;0.21;30.00;73 %;-;-;3.00;33 %;4.00;75 %;1.00;100 %;-;-;1.00;100 %;4.00;50 %;14.00;2.00;-;4.00;3.00;2.00;29.00;48 %;8.00;50 %;21.00;48 %;10.00;60 %;5.00;20 %;2.00;0 %;3.00;67 %;7.00;3.00;1;1.00;-;-;74.00;48.00;65 %;0 %;3.00;-;-;0.04;0.07;-;0.00;1.78;0.79;0.99;-;-;22.00;-;1.00;3.00;1.00;-;1.00;2.00;14.00;4.00;10.00;6.00;1.00;-;2.00;7
Владимир Ильин;ФК Ахмат;223;99;АП Л;-;-;-;-;-;-;-;2.00;-;-;-;-;-;1.00;-;0.09;25.00;60 %;1.00;0 %;-;-;9.00;44 %;1.00;0 %;-;-;6.00;33 %;1.00;0 %;17.00;6.00;-;4.00;-;2.00;41.00;49 %;10.00;60 %;31.00;45 %;19.00;47 %;7.00;71 %;3.00;67 %;5.00;80 %;5.00;4.00;1;1.00;-;-;79.00;47.00;59 %;0 %;-;1.00;-;0.03;0.09;-;0.00;0.79;1.78;-0.99;-;-;15.00;-;-;4.00;-;-;2.00;-;20.00;6.00;14.00;9.00;5.00;2.00;4.00;7
Владис-Эммерсон Иллой-Айет;Урал Екатеринбург;239;99;З ПЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;1.00;1.00;0.17;59.00;85 %;-;-;-;-;15.00;67 %;6.00;67 %;2.00;50 %;10.00;70 %;1.00;0 %;6.00;2.00;-;10.00;-;-;20.00;75 %;16.00;81 %;4.00;50 %;10.00;80 %;-;-;-;-;3.00;33 %;5.00;8.00;1;1.00;-;-;93.00;79.00;85 %;100 %;-;-;-;0.04;0.17;-;0.00;1.78;0.79;0.99;0.19;0.10;50.00;-;-;10.00;4.00;1.00;7.00;-;15.00;13.00;2.00;8.00;-;-;1.00;7
Денис Кулаков;Урал Екатеринбург;243;99;З П;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;62.00;79 %;1.00;100 %;7.00;71 %;12.00;67 %;1.00;100 %;-;-;9.00;67 %;12.00;58 %;6.00;-;-;5.00;4.00;-;12.00;67 %;9.00;67 %;3.00;67 %;1.00;100 %;1.00;0 %;-;-;4.00;75 %;7.00;10.00;1;1.00;-;-;92.00;75.00;82 %;-;-;-;-;0.37;-;-;-;1.78;0.79;0.99;-;-;49.00;1.00;5.00;8.00;1.00;-;6.00;7.00;8.00;6.00;2.00;1.00;-;-;3.00;7
Даниел Мишкич;Урал Екатеринбург;201;99;ЗП ПЦ;-;-;1.00;-;0 %;1.00;-;2.00;-;1.00;-;-;-;-;-;-;61.00;89 %;-;-;3.00;33 %;21.00;81 %;3.00;100 %;-;-;15.00;87 %;6.00;83 %;5.00;1.00;1.00;5.00;2.00;1.00;16.00;56 %;9.00;67 %;7.00;43 %;5.00;40 %;-;-;-;-;5.00;60 %;3.00;4.00;1;1.00;-;-;86.00;71.00;83 %;-;-;-;-;0.23;-;-;-;1.78;0.79;0.99;-;-;54.00;-;1.00;17.00;3.00;-;13.00;5.00;9.00;6.00;3.00;2.00;-;-;3.00;7
Камило Рейерс Де Оливера;ФК Ахмат;205;99;ЗП ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.02;33.00;82 %;-;-;1.00;100 %;9.00;67 %;2.00;100 %;-;-;5.00;40 %;2.00;50 %;7.00;3.00;-;4.00;1.00;1.00;20.00;45 %;16.00;44 %;4.00;50 %;7.00;57 %;1.00;0 %;-;-;6.00;67 %;5.00;3.00;1;1.00;-;-;63.00;45.00;71 %;0 %;-;1.00;-;-;0.02;-;0.00;0.79;1.78;-0.99;-;-;27.00;-;1.00;6.00;2.00;-;2.00;1.00;9.00;7.00;2.00;4.00;-;-;4.00;7
Андрей Семёнов;ФК Ахмат;204;99;З ПЦ;-;-;-;-;-;-;1.00;-;-;3.00;-;-;-;-;-;-;43.00;95 %;-;-;-;-;2.00;100 %;1.00;100 %;-;-;-;-;-;-;1.00;1.00;-;13.00;-;-;20.00;60 %;18.00;56 %;2.00;100 %;11.00;64 %;-;-;-;-;1.00;100 %;16.00;3.00;1;1.00;-;-;82.00;72.00;88 %;-;-;-;-;-;-;-;-;0.79;1.78;-0.99;0.19;0.10;41.00;-;-;2.00;1.00;-;-;-;12.00;10.00;2.00;7.00;-;-;1.00;7
Дарко Тодорович;ФК Ахмат;208;99;З П;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;44.00;77 %;-;-;2.00;50 %;11.00;73 %;1.00;100 %;-;-;3.00;100 %;4.00;75 %;7.00;3.00;-;6.00;-;3.00;13.00;46 %;8.00;38 %;5.00;60 %;4.00;25 %;2.00;50 %;1.00;0 %;4.00;50 %;10.00;5.00;1;1.00;-;-;76.00;59.00;78 %;-;-;-;-;0.41;-;-;-;0.79;1.78;-0.99;0.03;0.03;34.00;-;1.00;8.00;1.00;-;3.00;3.00;6.00;3.00;3.00;1.00;1.00;-;2.00;7
Арсен Адамов;Оренбург;251;98;З П;-;-;2.00;1.00;50 %;-;-;2.00;-;-;-;-;-;1.00;-;0.07;37.00;92 %;-;-;2.00;0 %;4.00;50 %;3.00;33 %;-;-;2.00;50 %;3.00;0 %;4.00;-;1.00;6.00;3.00;6.00;15.00;67 %;6.00;100 %;9.00;44 %;2.00;50 %;4.00;75 %;1.00;0 %;4.00;100 %;3.00;4.00;1;1.00;-;-;67.00;57.00;85 %;0 %;-;1.00;-;-;0.07;-;0.00;1.26;0.50;0.76;-;-;34.00;-;-;2.00;1.00;-;1.00;-;10.00;6.00;4.00;1.00;3.00;-;4.00;7
Марсело Алвес Сантос;Сочи;208;98;З ЛЦ;-;-;-;-;-;-;-;3.00;1.00;3.00;-;-;-;-;-;-;37.00;86 %;1.00;0 %;-;-;11.00;73 %;1.00;0 %;-;-;4.00;50 %;-;-;1.00;-;-;10.00;1.00;3.00;12.00;83 %;11.00;82 %;1.00;100 %;5.00;100 %;1.00;100 %;-;-;3.00;67 %;8.00;8.00;1;1.00;-;-;69.00;62.00;90 %;-;-;-;-;-;-;-;-;0.50;1.26;-0.76;0.08;0.04;32.00;-;-;8.00;-;-;2.00;-;10.00;9.00;1.00;5.00;1.00;-;2.00;7
Иван Башич;Оренбург;226;98;ЗП Ц;-;-;1.00;-;0 %;1.00;1.00;4.00;-;-;-;-;-;1.00;-;0.02;54.00;87 %;-;-;3.00;33 %;7.00;86 %;-;-;-;-;3.00;100 %;5.00;20 %;4.00;2.00;-;6.00;-;1.00;20.00;55 %;10.00;40 %;10.00;70 %;2.00;100 %;5.00;80 %;1.00;0 %;6.00;33 %;5.00;6.00;1;1.00;-;-;87.00;70.00;80 %;0 %;-;-;1.00;0.02;0.02;-;0.00;1.26;0.50;0.76;-;-;47.00;-;1.00;6.00;-;-;3.00;1.00;11.00;4.00;7.00;2.00;4.00;-;2.00;7
Ваня Дркушич;Сочи;201;98;З Ц;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;22.00;82 %;-;-;-;-;8.00;75 %;1.00;100 %;1.00;100 %;1.00;100 %;-;-;4.00;2.00;-;8.00;-;2.00;15.00;73 %;12.00;75 %;3.00;67 %;12.00;75 %;-;-;-;-;2.00;50 %;6.00;3.00;1;1.00;-;-;49.00;41.00;84 %;-;-;-;-;-;-;-;-;0.50;1.26;-0.76;0.15;0.05;18.00;-;-;6.00;1.00;1.00;1.00;-;11.00;9.00;2.00;9.00;-;-;1.00;7
Ренато Гойкович;Оренбург;242;98;З ПЦ;-;-;1.00;-;0 %;1.00;1.00;1.00;-;-;-;-;1.00;1.00;-;0.15;40.00;85 %;1.00;0 %;-;-;7.00;71 %;3.00;67 %;1.00;100 %;2.00;50 %;-;-;6.00;2.00;-;6.00;-;1.00;8.00;63 %;5.00;80 %;3.00;33 %;6.00;67 %;-;-;-;-;1.00;0 %;7.00;6.00;1;1.00;-;-;63.00;53.00;84 %;0 %;-;-;1.00;-;0.15;-;0.00;1.26;0.50;0.76;-;-;34.00;-;-;5.00;2.00;1.00;1.00;-;5.00;4.00;1.00;4.00;-;-;-;7
Мартин Крамарич;Сочи;190;98;АП ПЦ;-;-;2.00;-;0 %;-;1.00;2.00;1.00;1.00;-;-;1.00;3.00;1.00;0.39;31.00;77 %;1.00;0 %;2.00;0 %;9.00;67 %;3.00;33 %;1.00;100 %;4.00;50 %;7.00;57 %;14.00;3.00;2.00;4.00;1.00;2.00;22.00;45 %;11.00;64 %;11.00;27 %;2.00;50 %;1.00;100 %;1.00;100 %;4.00;100 %;4.00;1.00;1;1.00;-;-;65.00;42.00;65 %;33 %;2.00;-;-;-;0.13;-;0.00;0.50;1.26;-0.76;-;-;24.00;-;-;6.00;1.00;1.00;2.00;4.00;10.00;7.00;3.00;1.00;1.00;1.00;4.00;7
Кирилл Кравцов;Сочи;191;98;ЗП ПЦ;-;-;-;-;-;-;3.00;1.00;-;-;-;-;-;-;-;-;56.00;80 %;2.00;0 %;-;-;18.00;72 %;5.00;80 %;-;-;10.00;60 %;5.00;60 %;8.00;-;-;5.00;3.00;2.00;23.00;48 %;15.00;40 %;8.00;63 %;4.00;25 %;4.00;100 %;2.00;100 %;9.00;56 %;8.00;11.00;1;1.00;-;-;101.00;78.00;77 %;-;-;-;-;0.03;-;-;-;0.50;1.26;-0.76;-;-;45.00;-;-;13.00;4.00;-;6.00;3.00;11.00;6.00;5.00;1.00;4.00;2.00;5.00;7
Иван Миладинович;Сочи;170;98;З ПЦ;-;-;-;-;-;-;2.00;1.00;1.00;1.00;1.00;-;-;-;-;-;38.00;79 %;-;-;1.00;0 %;7.00;71 %;2.00;50 %;-;-;2.00;100 %;1.00;0 %;3.00;-;1.00;4.00;-;2.00;8.00;50 %;7.00;57 %;1.00;0 %;-;-;-;-;-;-;3.00;33 %;3.00;7.00;1;1.00;-;-;59.00;46.00;78 %;-;-;-;-;-;-;-;-;0.50;1.26;-0.76;-;-;30.00;-;-;5.00;1.00;-;2.00;-;4.00;4.00;-;-;-;-;1.00;7
Михаил Сиваков;Оренбург;249;98;З ЛЦ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;44.00;95 %;-;-;-;-;11.00;82 %;3.00;67 %;1.00;100 %;2.00;50 %;-;-;1.00;-;-;15.00;1.00;-;7.00;100 %;6.00;100 %;1.00;100 %;3.00;100 %;-;-;-;-;1.00;100 %;15.00;6.00;1;1.00;-;-;72.00;70.00;97 %;-;-;-;-;0.20;-;-;-;1.26;0.50;0.76;0.19;0.10;42.00;-;-;9.00;2.00;1.00;1.00;-;7.00;6.00;1.00;3.00;-;-;1.00;7
Лукас Вера;Оренбург;234;98;П ЛЦ;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;58.00;91 %;-;-;1.00;0 %;13.00;77 %;4.00;75 %;-;-;9.00;78 %;3.00;100 %;5.00;2.00;1.00;3.00;-;2.00;12.00;50 %;4.00;50 %;8.00;50 %;3.00;0 %;5.00;60 %;1.00;100 %;2.00;100 %;4.00;6.00;1;1.00;-;-;83.00;71.00;86 %;-;-;-;-;0.14;-;-;-;1.26;0.50;0.76;-;-;53.00;-;-;10.00;3.00;-;7.00;3.00;6.00;2.00;4.00;-;3.00;1.00;2.00;7
Дмитрий Баринов;Локомотив Москва;265;97;ЗП ПЦ;1.00;-;1.00;1.00;100 %;1.00;1.00;-;-;1.00;-;-;-;2.00;1.00;0.34;39.00;72 %;1.00;100 %;-;-;7.00;57 %;1.00;0 %;-;-;4.00;50 %;2.00;100 %;9.00;3.00;1.00;3.00;-;-;17.00;65 %;10.00;80 %;7.00;43 %;5.00;100 %;1.00;0 %;-;-;3.00;67 %;6.00;10.00;1;1.00;-;-;75.00;56.00;75 %;50 %;1.00;-;-;0.41;0.17;0.34;2.94;3.1;1.98;1.3;0.21;0.10;28.00;1.00;-;4.00;-;-;2.00;2.00;11.00;8.00;3.00;5.00;-;-;2.00;7
Артём Дзюба;Локомотив Москва;259;97;Ф Ц;1.00;1.00;1.00;1.00;100 %;1.00;1.00;3.00;-;-;-;-;-;1.00;1.00;0.95;20.00;70 %;1.00;100 %;-;-;8.00;88 %;1.00;100 %;-;-;6.00;83 %;2.00;100 %;15.00;-;-;-;-;-;28.00;36 %;4.00;0 %;24.00;42 %;20.00;35 %;1.00;0 %;1.00;0 %;2.00;0 %;3.00;1.00;1;1.00;-;-;53.00;29.00;55 %;100 %;-;-;-;0.38;0.95;0.95;1.5;3.1;1.98;1.3;-;-;14.00;1.00;-;7.00;1.00;-;5.00;2.00;10.00;-;10.00;7.00;-;-;-;7
Лукас Фассон;Локомотив Москва;180;97;З ЛЦ;-;-;-;-;-;-;-;1.00;-;2.00;-;-;-;1.00;-;0.10;41.00;73 %;-;-;-;-;8.00;50 %;2.00;0 %;-;-;2.00;50 %;2.00;50 %;5.00;3.00;-;5.00;1.00;-;13.00;54 %;10.00;50 %;3.00;67 %;8.00;50 %;-;-;-;-;1.00;0 %;6.00;8.00;1;1.00;-;-;70.00;52.00;74 %;0 %;1.00;-;-;-;0.10;-;0.00;3.1;1.98;1.3;0.45;0.45;30.00;-;-;4.00;-;-;1.00;1.00;7.00;5.00;2.00;4.00;-;-;-;7
Артур Галоян;Балтика;198;97;П ЛЦ;-;1.00;-;-;-;1.00;1.00;1.00;-;-;-;-;-;-;-;-;48.00;75 %;1.00;100 %;3.00;33 %;13.00;54 %;1.00;100 %;-;-;5.00;40 %;9.00;33 %;9.00;2.00;-;1.00;-;-;19.00;16 %;4.00;25 %;15.00;13 %;4.00;0 %;5.00;40 %;5.00;40 %;3.00;33 %;1.00;5.00;1;1.00;-;-;73.00;45.00;62 %;-;-;-;-;0.96;-;-;-;1.98;3.1;-1.03;-;-;36.00;1.00;1.00;7.00;1.00;-;2.00;3.00;3.00;1.00;2.00;-;2.00;2.00;1.00;7
Натан Баба Гассама;Балтика;207;97;З ЛЦ;-;-;-;-;-;-;2.00;1.00;-;1.00;-;-;-;-;-;-;41.00;95 %;-;-;-;-;12.00;92 %;3.00;67 %;-;-;3.00;100 %;-;-;2.00;1.00;-;6.00;-;-;17.00;59 %;14.00;57 %;3.00;67 %;7.00;57 %;2.00;50 %;1.00;100 %;4.00;75 %;8.00;8.00;1;1.00;-;-;74.00;65.00;88 %;-;-;-;-;-;-;-;-;1.98;3.1;-1.03;0.03;0.03;39.00;-;-;11.00;2.00;-;3.00;-;10.00;8.00;2.00;4.00;1.00;1.00;3.00;7
Гедеон Гузина;Балтика;229;97;Ф ПЦ;1.00;-;3.00;1.00;33 %;1.00;1.00;3.00;-;-;-;-;-;3.00;2.00;1.2;24.00;71 %;-;-;1.00;0 %;1.00;0 %;-;-;-;-;2.00;50 %;2.00;0 %;11.00;-;2.00;3.00;-;-;27.00;59 %;6.00;67 %;21.00;57 %;11.00;45 %;3.00;67 %;1.00;100 %;3.00;100 %;3.00;4.00;1;1.00;-;-;63.00;42.00;67 %;67 %;1.00;-;-;-;0.34;1.2;0.98;1.98;3.1;-1.03;-;-;17.00;-;-;-;-;-;1.00;-;16.00;4.00;12.00;5.00;2.00;1.00;3.00;7
Иван Кузьмичёв;Локомотив Москва;218;97;З ПЦ;-;-;-;-;-;-;1.00;-;1.00;1.00;-;-;-;-;-;-;41.00;80 %;-;-;1.00;100 %;5.00;60 %;4.00;50 %;-;-;1.00;100 %;2.00;100 %;6.00;5.00;-;8.00;1.00;-;20.00;75 %;19.00;79 %;1.00;0 %;9.00;78 %;-;-;-;-;8.00;88 %;6.00;7.00;1;1.00;-;-;75.00;62.00;83 %;-;-;-;-;0.12;-;-;-;3.1;1.98;1.3;-;-;33.00;-;1.00;3.00;2.00;-;1.00;2.00;15.00;15.00;-;7.00;-;-;7.00;7
Александр Осипов;Балтика;192;97;ЗП Ц;-;-;-;-;-;-;2.00;-;-;2.00;-;-;-;1.00;-;0.02;51.00;92 %;-;-;-;-;11.00;82 %;1.00;0 %;1.00;0 %;5.00;60 %;1.00;100 %;4.00;1.00;-;10.00;4.00;3.00;9.00;44 %;5.00;40 %;4.00;50 %;2.00;0 %;1.00;100 %;-;-;2.00;50 %;9.00;16.00;1;1.00;-;-;89.00;79.00;89 %;0 %;1.00;-;-;-;0.02;-;0.00;1.98;3.1;-1.03;0.01;0.01;47.00;-;-;9.00;-;-;3.00;1.00;4.00;2.00;2.00;-;1.00;-;1.00;7
Сергей Пиняев;Локомотив Москва;265;97;АП П;-;2.00;-;-;-;2.00;-;2.00;-;-;-;-;-;-;-;-;29.00;66 %;5.00;40 %;7.00;29 %;6.00;50 %;3.00;100 %;-;-;2.00;100 %;3.00;33 %;8.00;1.00;-;2.00;1.00;4.00;19.00;42 %;7.00;29 %;12.00;50 %;1.00;100 %;7.00;57 %;5.00;60 %;2.00;50 %;4.00;6.00;1;1.00;-;-;62.00;41.00;66 %;-;-;-;-;1.35;-;-;-;3.1;1.98;1.3;-;-;19.00;2.00;2.00;3.00;3.00;-;2.00;1.00;8.00;2.00;6.00;1.00;4.00;3.00;1.00;7
Александр Жиров;Балтика;203;97;З Ц;-;-;-;-;-;-;-;-;2.00;3.00;-;-;-;-;-;-;37.00;86 %;-;-;-;-;7.00;57 %;4.00;75 %;-;-;4.00;50 %;1.00;0 %;2.00;-;-;11.00;-;1.00;12.00;75 %;10.00;70 %;2.00;100 %;6.00;83 %;-;-;-;-;1.00;100 %;8.00;11.00;1;1.00;-;-;69.00;61.00;88 %;-;-;-;-;-;-;-;-;1.98;3.1;-1.03;0.39;0.20;32.00;-;-;4.00;3.00;-;2.00;-;9.00;7.00;2.00;5.00;-;-;1.00;7
Глен Бейл;Крылья Советов;228;96;З П;-;-;-;-;-;-;-;2.00;-;-;-;-;-;1.00;-;0.01;62.00;77 %;-;-;1.00;0 %;11.00;55 %;9.00;44 %;1.00;100 %;8.00;75 %;5.00;20 %;10.00;5.00;-;6.00;-;6.00;12.00;67 %;5.00;60 %;7.00;71 %;-;-;5.00;80 %;3.00;67 %;2.00;100 %;2.00;11.00;1;1.00;-;-;94.00;75.00;80 %;0 %;-;1.00;-;-;0.01;-;0.00;0.70;0.45;0.25;-;-;48.00;-;-;6.00;4.00;1.00;6.00;1.00;8.00;3.00;5.00;-;4.00;2.00;2.00;7
Сергей Божин;Факел Воронеж;182;96;З Ц;-;-;1.00;-;0 %;-;1.00;-;1.00;2.00;-;-;-;1.00;1.00;0.14;52.00;87 %;-;-;-;-;16.00;56 %;3.00;67 %;-;-;2.00;50 %;-;-;4.00;1.00;-;13.00;1.00;1.00;12.00;75 %;9.00;67 %;3.00;100 %;5.00;80 %;-;-;-;-;1.00;100 %;4.00;11.00;1;1.00;-;-;81.00;71.00;88 %;100 %;-;-;-;-;0.14;-;0.00;0.45;0.70;-0.25;-;-;45.00;-;-;9.00;2.00;-;1.00;-;9.00;6.00;3.00;4.00;-;-;1.00;7
Василий Черов;Факел Воронеж;237;96;З ПЦ;-;-;-;-;-;2.00;-;1.00;-;-;-;-;-;-;-;-;72.00;86 %;3.00;67 %;5.00;60 %;25.00;80 %;5.00;80 %;-;-;16.00;88 %;10.00;60 %;7.00;2.00;-;12.00;4.00;11.00;19.00;68 %;12.00;75 %;7.00;57 %;5.00;80 %;5.00;80 %;4.00;75 %;5.00;60 %;8.00;11.00;1;1.00;-;-;121.00;105.00;87 %;-;-;-;-;0.05;-;-;-;0.45;0.70;-0.25;0.03;0.03;62.00;2.00;3.00;20.00;4.00;-;14.00;6.00;13.00;9.00;4.00;4.00;4.00;3.00;3.00;7
Роман Евгеньев;Крылья Советов;217;96;З ПЦ;-;-;1.00;-;0 %;1.00;-;1.00;-;2.00;-;-;-;1.00;1.00;0.14;47.00;91 %;-;-;-;-;5.00;80 %;2.00;100 %;-;-;5.00;100 %;-;-;2.00;2.00;-;15.00;1.00;-;16.00;75 %;13.00;69 %;3.00;100 %;4.00;100 %;1.00;100 %;-;-;2.00;50 %;7.00;9.00;1;1.00;-;-;80.00;72.00;90 %;100 %;-;-;-;-;0.14;-;0.00;0.70;0.45;0.25;-;-;43.00;-;-;4.00;2.00;-;5.00;-;12.00;9.00;3.00;4.00;1.00;-;1.00;7
